"DATE_ID","THE_DATE","YEAR","QUARTER_NUMBER","QUARTER","MONTH_NUMBER","MONTH","MONTH_SHORT","WEEK_OF_YEAR","WEEK_OF_MONTH","DAY_OF_YEAR","DAY_OF_MONTH","DAY_OF_WEEK_NUMBER","DAY_OF_WEEK","DAY_OF_WEEK_SHORT","DAY_OF_WEEK_IN_MONTH","IS_WEEKDAY","NH_SEASON","SH_SEASON","IS_THIS_YEAR","IS_LAST_YEAR","IS_NEXT_YEAR","IS_THIS_QUARTER","IS_LAST_QUARTER","IS_NEXT_QUARTER","IS_THIS_MONTH","IS_LAST_MONTH","IS_NEXT_MONTH","IS_THIS_WEEK","IS_LAST_WEEK","IS_NEXT_WEEK","IS_TODAY","IS_YESTERDAY","IS_TOMORROW"
"19790130","1979-01-30 00:00:00","1979","1","Quarter 1","1","January","Jan","5","5","30","30","3","Tuesday","Tue","5","1","Winter","Summer","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19790131","1979-01-31 00:00:00","1979","1","Quarter 1","1","January","Jan","5","5","31","31","4","Wednesday","Wed","5","1","Winter","Summer","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19790201","1979-02-01 00:00:00","1979","1","Quarter 1","2","February","Feb","5","1","32","1","5","Thursday","Thu","1","1","Winter","Summer","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19790202","1979-02-02 00:00:00","1979","1","Quarter 1","2","February","Feb","5","1","33","2","6","Friday","Fri","1","1","Winter","Summer","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19790203","1979-02-03 00:00:00","1979","1","Quarter 1","2","February","Feb","5","1","34","3","7","Saturday","Sat","1","0","Winter","Summer","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19790204","1979-02-04 00:00:00","1979","1","Quarter 1","2","February","Feb","6","2","35","4","1","Sunday","Sun","1","0","Winter","Summer","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19790205","1979-02-05 00:00:00","1979","1","Quarter 1","2","February","Feb","6","2","36","5","2","Monday","Mon","1","1","Winter","Summer","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19790206","1979-02-06 00:00:00","1979","1","Quarter 1","2","February","Feb","6","2","37","6","3","Tuesday","Tue","1","1","Winter","Summer","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19790207","1979-02-07 00:00:00","1979","1","Quarter 1","2","February","Feb","6","2","38","7","4","Wednesday","Wed","1","1","Winter","Summer","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19790208","1979-02-08 00:00:00","1979","1","Quarter 1","2","February","Feb","6","2","39","8","5","Thursday","Thu","2","1","Winter","Summer","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19790209","1979-02-09 00:00:00","1979","1","Quarter 1","2","February","Feb","6","2","40","9","6","Friday","Fri","2","1","Winter","Summer","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19790210","1979-02-10 00:00:00","1979","1","Quarter 1","2","February","Feb","6","2","41","10","7","Saturday","Sat","2","0","Winter","Summer","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19790211","1979-02-11 00:00:00","1979","1","Quarter 1","2","February","Feb","7","3","42","11","1","Sunday","Sun","2","0","Winter","Summer","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19790212","1979-02-12 00:00:00","1979","1","Quarter 1","2","February","Feb","7","3","43","12","2","Monday","Mon","2","1","Winter","Summer","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19790213","1979-02-13 00:00:00","1979","1","Quarter 1","2","February","Feb","7","3","44","13","3","Tuesday","Tue","2","1","Winter","Summer","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19790214","1979-02-14 00:00:00","1979","1","Quarter 1","2","February","Feb","7","3","45","14","4","Wednesday","Wed","2","1","Winter","Summer","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19790215","1979-02-15 00:00:00","1979","1","Quarter 1","2","February","Feb","7","3","46","15","5","Thursday","Thu","3","1","Winter","Summer","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19790216","1979-02-16 00:00:00","1979","1","Quarter 1","2","February","Feb","7","3","47","16","6","Friday","Fri","3","1","Winter","Summer","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19790217","1979-02-17 00:00:00","1979","1","Quarter 1","2","February","Feb","7","3","48","17","7","Saturday","Sat","3","0","Winter","Summer","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19790218","1979-02-18 00:00:00","1979","1","Quarter 1","2","February","Feb","8","4","49","18","1","Sunday","Sun","3","0","Winter","Summer","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19790219","1979-02-19 00:00:00","1979","1","Quarter 1","2","February","Feb","8","4","50","19","2","Monday","Mon","3","1","Winter","Summer","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19790220","1979-02-20 00:00:00","1979","1","Quarter 1","2","February","Feb","8","4","51","20","3","Tuesday","Tue","3","1","Winter","Summer","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19790221","1979-02-21 00:00:00","1979","1","Quarter 1","2","February","Feb","8","4","52","21","4","Wednesday","Wed","3","1","Winter","Summer","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19790222","1979-02-22 00:00:00","1979","1","Quarter 1","2","February","Feb","8","4","53","22","5","Thursday","Thu","4","1","Winter","Summer","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19790223","1979-02-23 00:00:00","1979","1","Quarter 1","2","February","Feb","8","4","54","23","6","Friday","Fri","4","1","Winter","Summer","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19790224","1979-02-24 00:00:00","1979","1","Quarter 1","2","February","Feb","8","4","55","24","7","Saturday","Sat","4","0","Winter","Summer","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19790225","1979-02-25 00:00:00","1979","1","Quarter 1","2","February","Feb","9","5","56","25","1","Sunday","Sun","4","0","Winter","Summer","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19790226","1979-02-26 00:00:00","1979","1","Quarter 1","2","February","Feb","9","5","57","26","2","Monday","Mon","4","1","Winter","Summer","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19790227","1979-02-27 00:00:00","1979","1","Quarter 1","2","February","Feb","9","5","58","27","3","Tuesday","Tue","4","1","Winter","Summer","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19790228","1979-02-28 00:00:00","1979","1","Quarter 1","2","February","Feb","9","5","59","28","4","Wednesday","Wed","4","1","Winter","Summer","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19790301","1979-03-01 00:00:00","1979","1","Quarter 1","3","March","Mar","9","1","60","1","5","Thursday","Thu","1","1","Winter","Summer","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19790302","1979-03-02 00:00:00","1979","1","Quarter 1","3","March","Mar","9","1","61","2","6","Friday","Fri","1","1","Winter","Summer","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19790303","1979-03-03 00:00:00","1979","1","Quarter 1","3","March","Mar","9","1","62","3","7","Saturday","Sat","1","0","Winter","Summer","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19790304","1979-03-04 00:00:00","1979","1","Quarter 1","3","March","Mar","10","2","63","4","1","Sunday","Sun","1","0","Winter","Summer","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19790305","1979-03-05 00:00:00","1979","1","Quarter 1","3","March","Mar","10","2","64","5","2","Monday","Mon","1","1","Winter","Summer","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19790306","1979-03-06 00:00:00","1979","1","Quarter 1","3","March","Mar","10","2","65","6","3","Tuesday","Tue","1","1","Winter","Summer","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19790307","1979-03-07 00:00:00","1979","1","Quarter 1","3","March","Mar","10","2","66","7","4","Wednesday","Wed","1","1","Winter","Summer","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19790308","1979-03-08 00:00:00","1979","1","Quarter 1","3","March","Mar","10","2","67","8","5","Thursday","Thu","2","1","Winter","Summer","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19790309","1979-03-09 00:00:00","1979","1","Quarter 1","3","March","Mar","10","2","68","9","6","Friday","Fri","2","1","Winter","Summer","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19790310","1979-03-10 00:00:00","1979","1","Quarter 1","3","March","Mar","10","2","69","10","7","Saturday","Sat","2","0","Winter","Summer","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19790311","1979-03-11 00:00:00","1979","1","Quarter 1","3","March","Mar","11","3","70","11","1","Sunday","Sun","2","0","Winter","Summer","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19790312","1979-03-12 00:00:00","1979","1","Quarter 1","3","March","Mar","11","3","71","12","2","Monday","Mon","2","1","Winter","Summer","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19790313","1979-03-13 00:00:00","1979","1","Quarter 1","3","March","Mar","11","3","72","13","3","Tuesday","Tue","2","1","Winter","Summer","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19790314","1979-03-14 00:00:00","1979","1","Quarter 1","3","March","Mar","11","3","73","14","4","Wednesday","Wed","2","1","Winter","Summer","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19790315","1979-03-15 00:00:00","1979","1","Quarter 1","3","March","Mar","11","3","74","15","5","Thursday","Thu","3","1","Winter","Summer","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19790316","1979-03-16 00:00:00","1979","1","Quarter 1","3","March","Mar","11","3","75","16","6","Friday","Fri","3","1","Winter","Summer","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19790317","1979-03-17 00:00:00","1979","1","Quarter 1","3","March","Mar","11","3","76","17","7","Saturday","Sat","3","0","Winter","Summer","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19790318","1979-03-18 00:00:00","1979","1","Quarter 1","3","March","Mar","12","4","77","18","1","Sunday","Sun","3","0","Winter","Summer","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19790319","1979-03-19 00:00:00","1979","1","Quarter 1","3","March","Mar","12","4","78","19","2","Monday","Mon","3","1","Winter","Summer","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19790320","1979-03-20 00:00:00","1979","1","Quarter 1","3","March","Mar","12","4","79","20","3","Tuesday","Tue","3","1","Spring","Autumn","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19790321","1979-03-21 00:00:00","1979","1","Quarter 1","3","March","Mar","12","4","80","21","4","Wednesday","Wed","3","1","Spring","Autumn","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19790322","1979-03-22 00:00:00","1979","1","Quarter 1","3","March","Mar","12","4","81","22","5","Thursday","Thu","4","1","Spring","Autumn","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19790323","1979-03-23 00:00:00","1979","1","Quarter 1","3","March","Mar","12","4","82","23","6","Friday","Fri","4","1","Spring","Autumn","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19790324","1979-03-24 00:00:00","1979","1","Quarter 1","3","March","Mar","12","4","83","24","7","Saturday","Sat","4","0","Spring","Autumn","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19790325","1979-03-25 00:00:00","1979","1","Quarter 1","3","March","Mar","13","5","84","25","1","Sunday","Sun","4","0","Spring","Autumn","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19790326","1979-03-26 00:00:00","1979","1","Quarter 1","3","March","Mar","13","5","85","26","2","Monday","Mon","4","1","Spring","Autumn","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19790327","1979-03-27 00:00:00","1979","1","Quarter 1","3","March","Mar","13","5","86","27","3","Tuesday","Tue","4","1","Spring","Autumn","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19790328","1979-03-28 00:00:00","1979","1","Quarter 1","3","March","Mar","13","5","87","28","4","Wednesday","Wed","4","1","Spring","Autumn","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19790329","1979-03-29 00:00:00","1979","1","Quarter 1","3","March","Mar","13","5","88","29","5","Thursday","Thu","5","1","Spring","Autumn","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19790330","1979-03-30 00:00:00","1979","1","Quarter 1","3","March","Mar","13","5","89","30","6","Friday","Fri","5","1","Spring","Autumn","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19790331","1979-03-31 00:00:00","1979","1","Quarter 1","3","March","Mar","13","5","90","31","7","Saturday","Sat","5","0","Spring","Autumn","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19790401","1979-04-01 00:00:00","1979","2","Quarter 2","4","April","Apr","14","1","91","1","1","Sunday","Sun","1","0","Spring","Autumn","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19790402","1979-04-02 00:00:00","1979","2","Quarter 2","4","April","Apr","14","1","92","2","2","Monday","Mon","1","1","Spring","Autumn","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19790403","1979-04-03 00:00:00","1979","2","Quarter 2","4","April","Apr","14","1","93","3","3","Tuesday","Tue","1","1","Spring","Autumn","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19790404","1979-04-04 00:00:00","1979","2","Quarter 2","4","April","Apr","14","1","94","4","4","Wednesday","Wed","1","1","Spring","Autumn","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19790405","1979-04-05 00:00:00","1979","2","Quarter 2","4","April","Apr","14","1","95","5","5","Thursday","Thu","1","1","Spring","Autumn","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19790406","1979-04-06 00:00:00","1979","2","Quarter 2","4","April","Apr","14","1","96","6","6","Friday","Fri","1","1","Spring","Autumn","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19790407","1979-04-07 00:00:00","1979","2","Quarter 2","4","April","Apr","14","1","97","7","7","Saturday","Sat","1","0","Spring","Autumn","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19790408","1979-04-08 00:00:00","1979","2","Quarter 2","4","April","Apr","15","2","98","8","1","Sunday","Sun","2","0","Spring","Autumn","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19790409","1979-04-09 00:00:00","1979","2","Quarter 2","4","April","Apr","15","2","99","9","2","Monday","Mon","2","1","Spring","Autumn","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19790410","1979-04-10 00:00:00","1979","2","Quarter 2","4","April","Apr","15","2","100","10","3","Tuesday","Tue","2","1","Spring","Autumn","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19790411","1979-04-11 00:00:00","1979","2","Quarter 2","4","April","Apr","15","2","101","11","4","Wednesday","Wed","2","1","Spring","Autumn","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19790412","1979-04-12 00:00:00","1979","2","Quarter 2","4","April","Apr","15","2","102","12","5","Thursday","Thu","2","1","Spring","Autumn","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19790413","1979-04-13 00:00:00","1979","2","Quarter 2","4","April","Apr","15","2","103","13","6","Friday","Fri","2","1","Spring","Autumn","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19790414","1979-04-14 00:00:00","1979","2","Quarter 2","4","April","Apr","15","2","104","14","7","Saturday","Sat","2","0","Spring","Autumn","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19790415","1979-04-15 00:00:00","1979","2","Quarter 2","4","April","Apr","16","3","105","15","1","Sunday","Sun","3","0","Spring","Autumn","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19790416","1979-04-16 00:00:00","1979","2","Quarter 2","4","April","Apr","16","3","106","16","2","Monday","Mon","3","1","Spring","Autumn","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19790417","1979-04-17 00:00:00","1979","2","Quarter 2","4","April","Apr","16","3","107","17","3","Tuesday","Tue","3","1","Spring","Autumn","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19790418","1979-04-18 00:00:00","1979","2","Quarter 2","4","April","Apr","16","3","108","18","4","Wednesday","Wed","3","1","Spring","Autumn","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19790419","1979-04-19 00:00:00","1979","2","Quarter 2","4","April","Apr","16","3","109","19","5","Thursday","Thu","3","1","Spring","Autumn","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19790420","1979-04-20 00:00:00","1979","2","Quarter 2","4","April","Apr","16","3","110","20","6","Friday","Fri","3","1","Spring","Autumn","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19790421","1979-04-21 00:00:00","1979","2","Quarter 2","4","April","Apr","16","3","111","21","7","Saturday","Sat","3","0","Spring","Autumn","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19790422","1979-04-22 00:00:00","1979","2","Quarter 2","4","April","Apr","17","4","112","22","1","Sunday","Sun","4","0","Spring","Autumn","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19790423","1979-04-23 00:00:00","1979","2","Quarter 2","4","April","Apr","17","4","113","23","2","Monday","Mon","4","1","Spring","Autumn","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19790424","1979-04-24 00:00:00","1979","2","Quarter 2","4","April","Apr","17","4","114","24","3","Tuesday","Tue","4","1","Spring","Autumn","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19790425","1979-04-25 00:00:00","1979","2","Quarter 2","4","April","Apr","17","4","115","25","4","Wednesday","Wed","4","1","Spring","Autumn","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19790426","1979-04-26 00:00:00","1979","2","Quarter 2","4","April","Apr","17","4","116","26","5","Thursday","Thu","4","1","Spring","Autumn","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19790427","1979-04-27 00:00:00","1979","2","Quarter 2","4","April","Apr","17","4","117","27","6","Friday","Fri","4","1","Spring","Autumn","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19790428","1979-04-28 00:00:00","1979","2","Quarter 2","4","April","Apr","17","4","118","28","7","Saturday","Sat","4","0","Spring","Autumn","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19790429","1979-04-29 00:00:00","1979","2","Quarter 2","4","April","Apr","18","5","119","29","1","Sunday","Sun","5","0","Spring","Autumn","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19790430","1979-04-30 00:00:00","1979","2","Quarter 2","4","April","Apr","18","5","120","30","2","Monday","Mon","5","1","Spring","Autumn","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19790501","1979-05-01 00:00:00","1979","2","Quarter 2","5","May","May","18","1","121","1","3","Tuesday","Tue","1","1","Spring","Autumn","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19790502","1979-05-02 00:00:00","1979","2","Quarter 2","5","May","May","18","1","122","2","4","Wednesday","Wed","1","1","Spring","Autumn","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19790503","1979-05-03 00:00:00","1979","2","Quarter 2","5","May","May","18","1","123","3","5","Thursday","Thu","1","1","Spring","Autumn","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19790504","1979-05-04 00:00:00","1979","2","Quarter 2","5","May","May","18","1","124","4","6","Friday","Fri","1","1","Spring","Autumn","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19790505","1979-05-05 00:00:00","1979","2","Quarter 2","5","May","May","18","1","125","5","7","Saturday","Sat","1","0","Spring","Autumn","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19790506","1979-05-06 00:00:00","1979","2","Quarter 2","5","May","May","19","2","126","6","1","Sunday","Sun","1","0","Spring","Autumn","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19790507","1979-05-07 00:00:00","1979","2","Quarter 2","5","May","May","19","2","127","7","2","Monday","Mon","1","1","Spring","Autumn","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19790508","1979-05-08 00:00:00","1979","2","Quarter 2","5","May","May","19","2","128","8","3","Tuesday","Tue","2","1","Spring","Autumn","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19790509","1979-05-09 00:00:00","1979","2","Quarter 2","5","May","May","19","2","129","9","4","Wednesday","Wed","2","1","Spring","Autumn","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19790510","1979-05-10 00:00:00","1979","2","Quarter 2","5","May","May","19","2","130","10","5","Thursday","Thu","2","1","Spring","Autumn","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19790511","1979-05-11 00:00:00","1979","2","Quarter 2","5","May","May","19","2","131","11","6","Friday","Fri","2","1","Spring","Autumn","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19790512","1979-05-12 00:00:00","1979","2","Quarter 2","5","May","May","19","2","132","12","7","Saturday","Sat","2","0","Spring","Autumn","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19790513","1979-05-13 00:00:00","1979","2","Quarter 2","5","May","May","20","3","133","13","1","Sunday","Sun","2","0","Spring","Autumn","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19790514","1979-05-14 00:00:00","1979","2","Quarter 2","5","May","May","20","3","134","14","2","Monday","Mon","2","1","Spring","Autumn","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19790515","1979-05-15 00:00:00","1979","2","Quarter 2","5","May","May","20","3","135","15","3","Tuesday","Tue","3","1","Spring","Autumn","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19790516","1979-05-16 00:00:00","1979","2","Quarter 2","5","May","May","20","3","136","16","4","Wednesday","Wed","3","1","Spring","Autumn","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19790517","1979-05-17 00:00:00","1979","2","Quarter 2","5","May","May","20","3","137","17","5","Thursday","Thu","3","1","Spring","Autumn","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19790518","1979-05-18 00:00:00","1979","2","Quarter 2","5","May","May","20","3","138","18","6","Friday","Fri","3","1","Spring","Autumn","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19790519","1979-05-19 00:00:00","1979","2","Quarter 2","5","May","May","20","3","139","19","7","Saturday","Sat","3","0","Spring","Autumn","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19790520","1979-05-20 00:00:00","1979","2","Quarter 2","5","May","May","21","4","140","20","1","Sunday","Sun","3","0","Spring","Autumn","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19790521","1979-05-21 00:00:00","1979","2","Quarter 2","5","May","May","21","4","141","21","2","Monday","Mon","3","1","Spring","Autumn","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19790522","1979-05-22 00:00:00","1979","2","Quarter 2","5","May","May","21","4","142","22","3","Tuesday","Tue","4","1","Spring","Autumn","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19790523","1979-05-23 00:00:00","1979","2","Quarter 2","5","May","May","21","4","143","23","4","Wednesday","Wed","4","1","Spring","Autumn","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19790524","1979-05-24 00:00:00","1979","2","Quarter 2","5","May","May","21","4","144","24","5","Thursday","Thu","4","1","Spring","Autumn","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19790525","1979-05-25 00:00:00","1979","2","Quarter 2","5","May","May","21","4","145","25","6","Friday","Fri","4","1","Spring","Autumn","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19790526","1979-05-26 00:00:00","1979","2","Quarter 2","5","May","May","21","4","146","26","7","Saturday","Sat","4","0","Spring","Autumn","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19790527","1979-05-27 00:00:00","1979","2","Quarter 2","5","May","May","22","5","147","27","1","Sunday","Sun","4","0","Spring","Autumn","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19790528","1979-05-28 00:00:00","1979","2","Quarter 2","5","May","May","22","5","148","28","2","Monday","Mon","4","1","Spring","Autumn","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19790529","1979-05-29 00:00:00","1979","2","Quarter 2","5","May","May","22","5","149","29","3","Tuesday","Tue","5","1","Spring","Autumn","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19790530","1979-05-30 00:00:00","1979","2","Quarter 2","5","May","May","22","5","150","30","4","Wednesday","Wed","5","1","Spring","Autumn","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19790531","1979-05-31 00:00:00","1979","2","Quarter 2","5","May","May","22","5","151","31","5","Thursday","Thu","5","1","Spring","Autumn","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19790601","1979-06-01 00:00:00","1979","2","Quarter 2","6","June","Jun","22","1","152","1","6","Friday","Fri","1","1","Spring","Autumn","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19790602","1979-06-02 00:00:00","1979","2","Quarter 2","6","June","Jun","22","1","153","2","7","Saturday","Sat","1","0","Spring","Autumn","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19790603","1979-06-03 00:00:00","1979","2","Quarter 2","6","June","Jun","23","2","154","3","1","Sunday","Sun","1","0","Spring","Autumn","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19790604","1979-06-04 00:00:00","1979","2","Quarter 2","6","June","Jun","23","2","155","4","2","Monday","Mon","1","1","Spring","Autumn","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19790605","1979-06-05 00:00:00","1979","2","Quarter 2","6","June","Jun","23","2","156","5","3","Tuesday","Tue","1","1","Spring","Autumn","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19790606","1979-06-06 00:00:00","1979","2","Quarter 2","6","June","Jun","23","2","157","6","4","Wednesday","Wed","1","1","Spring","Autumn","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19790607","1979-06-07 00:00:00","1979","2","Quarter 2","6","June","Jun","23","2","158","7","5","Thursday","Thu","1","1","Spring","Autumn","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19790608","1979-06-08 00:00:00","1979","2","Quarter 2","6","June","Jun","23","2","159","8","6","Friday","Fri","2","1","Spring","Autumn","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19790609","1979-06-09 00:00:00","1979","2","Quarter 2","6","June","Jun","23","2","160","9","7","Saturday","Sat","2","0","Spring","Autumn","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19790610","1979-06-10 00:00:00","1979","2","Quarter 2","6","June","Jun","24","3","161","10","1","Sunday","Sun","2","0","Spring","Autumn","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19790611","1979-06-11 00:00:00","1979","2","Quarter 2","6","June","Jun","24","3","162","11","2","Monday","Mon","2","1","Spring","Autumn","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19790612","1979-06-12 00:00:00","1979","2","Quarter 2","6","June","Jun","24","3","163","12","3","Tuesday","Tue","2","1","Spring","Autumn","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19790613","1979-06-13 00:00:00","1979","2","Quarter 2","6","June","Jun","24","3","164","13","4","Wednesday","Wed","2","1","Spring","Autumn","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
